,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
2298,2060,905105170,20,RL,68.0,8398,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1.791759469228055,4.007333185232471,1967,Gable,MetalSd,MetalSd,BrkFace,5.780743515792329,3,4,CBlock,3,0.6931471805599453,LwQ,4.74493212836325,BLQ,5.707110264748875,943.0,3,Y,SBrkr,6.8501261661455,0.0,0,6.8501261661455,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,3.912023005428146,Unf,2.0,528.0,Y,4.890349128221754,0.0,0.0,0,No,0,6,2007,WD ,Normal,11.80932691294063,Yes,Yes,0.0,No,91.64060235506966,70526404,592280740792,22.978250586152114,278784.0,147197952.0,44.35087372307337,3869089,7610498063
2299,873,907280170,20,RL,70.0,8750,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,3.2188758248682006,1998,Gable,VinylSd,VinylSd,BrkFace,5.3471075307174685,4,3,PConc,4,1.3862943611198906,GLQ,7.013915474810528,Unf,5.726847747587197,1417.0,5,Y,SBrkr,7.257002707092073,0.0,0,7.257002707092073,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.2188758248682006,Unf,2.0,511.0,Y,4.110873864173311,0.0,0.0,0,No,0,8,2009,WD ,Normal,12.25486757159303,Yes,Yes,0.6931471805599453,No,93.54143466934853,76562500,669921875000,22.60530911091463,261121.0,133432831.0,44.69899327725402,3992004,7976023992
2300,87,532377060,20,RL,68.0,9819,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1.791759469228055,4.007333185232471,1967,Gable,MetalSd,MetalSd,BrkFace,3.4657359027997265,3,4,CBlock,3,0.6931471805599453,BLQ,6.111467339502679,Unf,6.07073772800249,882.0,3,Y,SBrkr,6.803505257608338,0.0,0,6.803505257608338,0.0,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Detchd,3.9512437185814275,Unf,1.0,280.0,Y,0.0,0.0,0.0,0,Yes,0,2,2010,WD ,Normal,11.711784520403112,Yes,Yes,0.0,No,99.09086738948247,96412761,946676900259,16.73320053068151,78400.0,21952000.0,44.35087372307337,3869089,7610498063
2301,2754,906380180,20,RL,64.0,6762,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.3862943611198906,Unf,0.0,Unf,7.160069207596127,1286.0,5,Y,SBrkr,7.166265974133638,0.0,0,7.166265974133638,0.0,2,0.0,1.0986122886681098,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,662.0,Y,5.1298987149230735,4.02535169073515,0.0,0,No,0,7,2006,New,Partial,12.174994689959313,Yes,Yes,0.0,Yes,82.23138087129512,45724644,309190042728,25.729360660537214,438244.0,290117528.0,44.78839135311738,4024036,8072216216
2302,1436,907176010,60,RL,68.0,13142,No,IR1,Lvl,Corner,Gtl,CollgCr,PosN,1Fam,2Story,6,1.791759469228055,3.2188758248682006,1997,Gable,VinylSd,VinylSd,BrkFace,4.859812404361672,3,3,PConc,4,0.6931471805599453,GLQ,6.535241271013659,Unf,5.176149732573829,864.0,5,Y,SBrkr,6.771935555839602,6.802394763324311,0,7.4798641311650265,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,3.2188758248682006,RFn,2.0,600.0,Y,0.0,4.574710978503383,0.0,0,No,0,7,2008,WD ,Normal,12.281648468435115,Yes,Yes,0.0,No,114.63856244737195,172712164,2269783259288,24.49489742783178,360000.0,216000000.0,44.68780594300866,3988009,7964053973
2303,2611,535402230,20,RL,77.0,9510,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,1.791759469228055,4.0943445622221,1985,Gable,HdBoard,HdBoard,BrkCmn,5.087596335232384,3,3,CBlock,3,0.6931471805599453,ALQ,6.553933404025811,Unf,6.075346031088684,1135.0,5,Y,SBrkr,7.0967213784947605,0.0,0,7.0967213784947605,0.0,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,4.0943445622221,RFn,1.0,264.0,Y,0.0,5.484796933490655,0.0,0,No,0,5,2006,WD ,Normal,11.898194668458823,Yes,Yes,3.1780538303479458,No,97.51922887307919,90440100,860085351000,16.24807680927192,69696.0,18399744.0,44.553338819890925,3940225,7821346625
2304,210,904101110,20,RL,100.0,15263,No,IR1,Lvl,Inside,Gtl,ClearCr,Feedr,1Fam,1Story,5,1.791759469228055,4.143134726391533,1959,Gable,HdBoard,HdBoard,BrkFace,4.51085950651685,3,3,CBlock,4,0.6931471805599453,Rec,6.642486801367256,Unf,6.48768401848461,1422.0,4,Y,SBrkr,7.424165281042028,0.0,0,7.424165281042028,0.0,2,0.0,1.3862943611198906,3,2.1972245773362196,Typ,1.0986122886681098,Attchd,4.143134726391533,Unf,1.0,365.0,Y,0.0,4.890349128221754,0.0,0,No,0,5,2010,WD ,Normal,12.06105265381003,Yes,Yes,0.0,No,123.54351460113153,232959169,3555655796447,19.1049731745428,133225.0,48627125.0,44.26059195266146,3837681,7518017079
2305,2788,907227090,20,RL,60.0,7200,No,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,2.1972245773362196,3.912023005428146,1972,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,6.082218910376446,Unf,6.059123195581797,864.0,5,Y,SBrkr,6.762729506931879,0.0,0,6.762729506931879,0.0,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Detchd,3.8066624897703196,Unf,1.0,297.0,Y,0.0,0.0,0.0,0,Yes,0,3,2006,WD ,Normal,11.694421681264394,Yes,Yes,0.0,No,84.8528137423857,51840000,373248000000,17.233687939614086,88209.0,26198073.0,44.40720662234904,3888784,7668682048
2306,1967,535457020,20,RL,80.0,8000,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1.791759469228055,4.127134385045092,1960,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,7.002155954403621,Rec,4.836281906951478,1377.0,3,Y,SBrkr,7.228388451573604,0.0,0,7.228388451573604,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,1.0986122886681098,Attchd,4.04305126783455,Unf,1.0,351.0,Y,0.0,0.0,0.0,0,Yes,0,11,2007,WD ,Normal,11.960817678718287,Yes,Yes,0.0,No,89.44271909999159,64000000,512000000000,18.734993995195193,123201.0,43243551.0,44.27188724235731,3841600,7529536000
2307,2643,902108060,70,RM,66.0,3960,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,2.1972245773362196,4.5217885770490405,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.220590170099739,502.0,3,N,SBrkr,6.220590170099739,6.220590170099739,0,6.912742820493176,0.0,1,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.6931471805599453,Detchd,4.5217885770490405,Unf,1.0,200.0,N,5.638354669333745,0.0,4.23410650459726,0,Yes,0,7,2006,WD ,Normal,11.561725152903833,Yes,Yes,3.044522437723423,No,62.928530890209096,15681600,62099136000,14.142135623730951,40000.0,8000000.0,44.15880433163923,3802500,7414875000
2308,1988,902207010,30,RM,40.0,3880,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,2.302585092994046,4.343805421853684,1997,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,0.6931471805599453,ALQ,5.799092654460526,Unf,5.8805329864007,686.0,4,Y,SBrkr,6.7650389767805414,0.0,0,6.7650389767805414,0.0,1,0.0,1.0986122886681098,4,1.6094379124341003,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,Y,4.07753744390572,3.7612001156935624,0.0,0,No,0,8,2007,WD ,Normal,11.612779849672751,No,Yes,3.970291913552122,No,62.289646009589745,15054400,58411072000,0.0,0.0,0.0,44.68780594300866,3988009,7964053973
2309,2172,908127060,50,RL,74.0,16287,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,1.9459101490553132,4.574710978503383,1950,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,0.6931471805599453,ALQ,4.875197323201151,BLQ,6.502790045915623,901.0,3,Y,SBrkr,6.804614520062624,6.111467339502679,0,7.20934025660291,0.6931471805599453,1,0.0,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,Detchd,3.8501476017100584,Unf,2.0,576.0,N,0.0,0.0,3.784189633918261,0,No,0,7,2007,WD ,Normal,11.711784520403112,Yes,Yes,3.258096538021482,No,127.62053126358627,265266369,4320393351903,24.0,331776.0,191102976.0,44.15880433163923,3802500,7414875000
2310,2783,907201160,60,RL,50.0,8340,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,1.9459101490553132,3.8066624897703196,1977,Gable,HdBoard,Plywood,BrkFace,4.143134726391533,3,3,CBlock,4,1.3862943611198906,GLQ,6.234410725718371,Unf,5.117993812416755,675.0,3,Y,SBrkr,6.532334292222349,6.555356891810665,0,7.236339342754344,0.0,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.8066624897703196,Unf,1.0,317.0,Y,6.008813185442595,3.6109179126442243,0.0,0,No,0,12,2006,WD ,Normal,11.967187086434018,Yes,Yes,0.0,No,91.32360045464699,69555600,580093704000,17.804493814764857,100489.0,31855013.0,44.46346815083142,3908529,7727161833
2311,932,909428240,20,RL,100.0,17500,No,Reg,Bnk,Corner,Mod,Crawfor,PosA,1Fam,1Story,6,1.791759469228055,4.219507705176107,1954,Gable,HdBoard,HdBoard,Stone,6.042632833682381,3,3,PConc,3,1.3862943611198906,LwQ,6.665683717782408,BLQ,4.5217885770490405,1310.0,5,Y,SBrkr,7.553286605600419,0.0,0,7.553286605600419,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,1.0986122886681098,Basment,4.219507705176107,Unf,2.0,576.0,Y,0.0,5.308267697401205,0.0,0,No,0,1,2009,WD ,Normal,12.319405795112926,Yes,Yes,0.0,No,132.28756555322954,306250000,5359375000000,24.0,331776.0,191102976.0,44.204072210600685,3818116,7460598664
2312,2147,907252190,20,RL,68.0,11354,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,3.091042453358316,2000,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,3,1.6094379124341003,GLQ,7.253470382684528,Unf,5.568344503761097,1673.0,5,Y,SBrkr,7.422971251049421,0.0,0,7.422971251049421,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.091042453358316,RFn,2.0,583.0,Y,5.726847747587197,4.736198448394496,0.0,0,No,0,1,2007,WD ,Normal,12.506180941677357,Yes,Yes,0.0,No,106.55515003977987,128913316,1463681789864,24.145392935299274,339889.0,198155287.0,44.721359549995796,4000000,8000000000
2313,2426,528228545,120,RL,43.0,3010,No,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,1.791759469228055,2.833213344056216,2006,Gable,VinylSd,VinylSd,BrkFace,2.833213344056216,4,3,PConc,4,1.3862943611198906,GLQ,2.833213344056216,Unf,7.117205503164344,1248.0,5,Y,SBrkr,7.130098510125578,0.0,0,7.130098510125578,0.0,2,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.0,Attchd,2.833213344056216,Fin,2.0,438.0,Y,4.6913478822291435,0.0,0.0,0,No,0,3,2006,New,Partial,12.027191164883384,Yes,Yes,0.6931471805599453,Yes,54.86346689738081,9060100,27270901000,20.92844953645635,191844.0,84027672.0,44.78839135311738,4024036,8072216216
2315,1724,528186090,120,RL,60.0,7313,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,1.791759469228055,2.833213344056216,2005,Hip,MetalSd,MetalSd,BrkFace,5.5093883366279774,5,3,PConc,5,0.6931471805599453,GLQ,7.050989447068045,Unf,6.013715156042802,1561.0,5,Y,SBrkr,7.3537223303996315,0.0,0,7.3537223303996315,0.6931471805599453,2,0.0,1.0986122886681098,5,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.833213344056216,Fin,2.0,556.0,Y,5.318119993844216,3.871201010907891,0.0,0,No,0,8,2007,WD ,Normal,12.533579815765737,Yes,Yes,0.0,No,85.51608035919327,53479969,391099013297,23.57965224510319,309136.0,171879616.0,44.77722635447622,4020025,8060150125
2317,955,914476430,20,RL,82.0,11070,No,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,1.791759469228055,3.4339872044851463,1991,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,0.6931471805599453,BLQ,4.02535169073515,Unf,7.331714969726466,1582.0,3,Y,SBrkr,7.3752557780097545,0.0,0,7.3752557780097545,0.6931471805599453,2,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,3.4339872044851463,Unf,2.0,672.0,Y,0.0,0.0,0.0,0,No,0,4,2009,COD,Abnorml,11.931642378754141,Yes,Yes,0.0,No,105.21406750050109,122544900,1356572043000,25.92296279363144,451584.0,303464448.0,44.62062303464621,3964081,7892485271
2318,556,532353130,20,RL,71.0,7064,No,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1.9459101490553132,3.8066624897703196,1977,Gable,Plywood,Plywood,BrkFace,5.0369526024136295,3,3,CBlock,3,0.6931471805599453,BLQ,6.329720905522696,Unf,6.042632833682381,980.0,3,Y,SBrkr,6.8885724595653635,0.0,0,6.8885724595653635,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Detchd,3.58351893845611,Unf,2.0,484.0,Y,5.262690188904886,0.0,0.0,0,No,0,7,2009,WD ,Normal,11.813037464800539,Yes,Yes,0.0,No,84.04760555780278,49900096,352494278144,22.0,234256.0,113379904.0,44.46346815083142,3908529,7727161833
2319,2419,528222020,60,RL,75.0,9073,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.6052979209482015,738.0,5,Y,SBrkr,6.6052979209482015,6.626717749249025,0,7.30854279753919,0.0,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.0,Attchd,2.772588722239781,Fin,2.0,440.0,Y,4.61512051684126,3.4965075614664802,0.0,0,No,0,10,2006,New,Partial,12.128662303473503,Yes,Yes,0.0,Yes,95.25229656024048,82319329,746883272017,20.97617696340303,193600.0,85184000.0,44.78839135311738,4024036,8072216216
2321,1537,909281110,70,RL,100.0,9670,No,IR1,HLS,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,1.9459101490553132,4.465908118654584,1950,Gable,BrkFace,Stucco,Stone,3.713572066704308,3,3,PConc,3,0.6931471805599453,LwQ,5.351858133476067,Unf,5.988961416889864,608.0,3,Y,SBrkr,6.891625897052253,6.792344427470809,0,7.535830462798367,0.0,1,0.6931471805599453,1.6094379124341003,3,2.302585092994046,Typ,1.0986122886681098,Detchd,4.465908118654584,Fin,2.0,786.0,Y,0.0,0.0,5.337538079701318,0,No,0,6,2008,WD ,Alloca,12.457130929897918,Yes,Yes,2.772588722239781,No,98.33615815151617,93508900,904231063000,28.035691537752374,617796.0,485587656.0,44.15880433163923,3802500,7414875000
2322,2432,528235050,60,RL,68.0,7861,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,2.995732273553991,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,6.126869184114185,Unf,5.7899601708972535,783.0,5,Y,SBrkr,6.694562058521095,6.555356891810665,0,7.31986492980897,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.995732273553991,Fin,2.0,393.0,Y,4.61512051684126,4.330733340286331,0.0,0,No,0,6,2006,WD ,Normal,12.118339189722553,Yes,Yes,0.6931471805599453,No,88.66228059327146,61795321,485773018381,19.82422760159901,154449.0,60698457.0,44.75488800120049,4012009,8036054027
2323,202,903425110,70,RM,50.0,10300,No,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,1.9459101490553132,4.61512051684126,1950,Gable,Stucco,Stucco,None,0.0,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.3578422665081,576.0,4,Y,SBrkr,6.805722553416985,6.695798917058491,0,7.444833273892193,0.0,2,0.0,1.3862943611198906,3,2.302585092994046,Typ,0.0,Detchd,3.4657359027997265,Unf,2.0,480.0,Y,2.5649493574615367,2.4849066497880004,4.174387269895637,0,Yes,0,4,2010,WD ,Normal,11.849404844423074,Yes,Yes,3.4011973816621555,No,101.4889156509222,106090000,1092727000000,21.908902300206645,230400.0,110592000.0,44.15880433163923,3802500,7414875000
2324,2024,903401070,50,RL,60.0,8850,Yes,Reg,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,2.0794415416798357,4.624972813284271,1950,Gable,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,3,0.6931471805599453,Unf,0.0,Unf,6.645090969505644,768.0,5,Y,SBrkr,6.6240652277998935,6.437751649736401,0,7.227662498728654,0.0,1,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.0,Detchd,3.8066624897703196,Unf,2.0,576.0,P,0.0,4.007333185232471,4.976733742420574,0,No,0,2,2007,WD ,Normal,12.013706813470414,Yes,Yes,3.4339872044851463,No,94.0744386111339,78322500,693154125000,24.0,331776.0,191102976.0,44.15880433163923,3802500,7414875000
2325,369,527258020,20,RL,124.0,16158,No,IR1,Low,Inside,Mod,StoneBr,Norm,1Fam,1Story,7,1.791759469228055,2.833213344056216,2005,Hip,VinylSd,VinylSd,Stone,2.833213344056216,4,3,PConc,5,1.3862943611198906,ALQ,7.150701457592526,Unf,5.54907608489522,1530.0,5,Y,SBrkr,7.333676395657684,0.0,0,7.333676395657684,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.833213344056216,Fin,2.0,430.0,Y,5.1298987149230735,3.6109179126442243,0.0,0,No,0,6,2009,WD ,Normal,12.468440756144114,Yes,Yes,0.0,No,127.11412195346354,261080964,4218546216312,20.73644135332772,184900.0,79507000.0,44.77722635447622,4020025,8060150125
2326,974,923225360,180,RM,21.0,1596,No,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,1.791759469228055,3.8918202981106265,1973,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,1.6094379124341003,GLQ,6.137727054086234,Unf,0.0,462.0,3,Y,SBrkr,6.267200548541362,6.137727054086234,0,6.8966943316227125,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,BuiltIn,3.8918202981106265,Unf,1.0,297.0,Y,4.795790545596741,4.624972813284271,0.0,0,Yes,0,11,2009,WD ,Normal,11.418625774449598,Yes,Yes,0.0,No,39.949968710876355,2547216,4065356736,17.233687939614086,88209.0,26198073.0,44.41846462902562,3892729,7680354317
2327,1635,527184110,120,RL,35.0,5118,No,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,1.791759469228055,3.4657359027997265,1990,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,1.6094379124341003,GLQ,6.831953565565855,Unf,5.958424693029782,1312.0,4,Y,SBrkr,7.186901020411631,0.0,0,7.186901020411631,0.6931471805599453,1,0.0,0.6931471805599453,4,1.6094379124341003,Typ,0.6931471805599453,Attchd,3.4657359027997265,RFn,2.0,484.0,Y,0.0,4.174387269895637,4.948759890378168,0,No,0,8,2007,WD ,Normal,12.264346270624157,Yes,Yes,0.0,No,71.54019849007969,26193924,134060503032,22.0,234256.0,113379904.0,44.609416046390926,3960100,7880599000
2328,2436,528250060,60,RL,63.0,7875,No,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,1.791759469228055,2.9444389791664403,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.664409020350408,783.0,5,Y,SBrkr,6.694562058521095,6.555356891810665,0,7.31986492980897,0.0,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.9444389791664403,Fin,2.0,393.0,Y,0.0,4.330733340286331,0.0,0,No,0,7,2006,WD ,Normal,12.100717685412471,Yes,Yes,0.0,No,88.74119674649424,62015625,488373046875,19.82422760159901,154449.0,60698457.0,44.75488800120049,4012009,8036054027
2330,1955,535403030,20,RL,66.0,8300,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,3.9889840465642745,1968,Gable,Wd Sdng,Wd Sdng,BrkFace,4.465908118654584,3,3,CBlock,3,1.0986122886681098,Rec,6.859614903654202,Unf,0.0,952.0,4,Y,SBrkr,6.859614903654202,0.0,0,6.859614903654202,0.6931471805599453,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Attchd,3.9889840465642745,Unf,1.0,288.0,Y,0.0,0.0,0.0,0,No,0,8,2007,WD ,Normal,11.763691965388299,Yes,Yes,0.0,No,91.10433579144299,68890000,571787000000,16.97056274847714,82944.0,23887872.0,44.36214602563767,3873024,7622111232
2331,1317,902326060,190,RM,60.0,10800,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,6,2.0794415416798357,4.762173934797756,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,0.6931471805599453,Unf,0.0,Unf,6.180016653652572,482.0,5,N,SBrkr,7.108244139731541,6.539585955617669,0,7.556427969440253,0.0,2,0.0,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,Detchd,2.9444389791664403,Unf,2.0,672.0,Y,0.0,3.258096538021482,5.3612921657094255,0,No,0,4,2008,WD ,Normal,12.001511614739405,Yes,Yes,4.564348191467836,No,103.92304845413264,116640000,1259712000000,25.92296279363144,451584.0,303464448.0,44.721359549995796,4000000,8000000000
2332,1906,534475170,60,RL,100.0,9500,No,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,6,1.9459101490553132,4.060443010546419,1978,Gable,VinylSd,VinylSd,BrkCmn,5.60947179518496,3,3,CBlock,3,0.6931471805599453,Rec,6.093569770045136,Unf,5.926926025970411,816.0,3,Y,SBrkr,7.028201432058005,6.7464121285733745,0,7.589841512182657,0.0,1,0.6931471805599453,1.6094379124341003,3,2.302585092994046,Typ,0.6931471805599453,Attchd,4.060443010546419,RFn,2.0,540.0,Y,0.0,3.970291913552122,0.0,0,Yes,0,6,2007,WD ,Normal,12.013706813470414,Yes,Yes,2.70805020110221,No,97.46794344808964,90250000,857375000000,23.2379000772445,291600.0,157464000.0,44.474711915874174,3912484,7738893352
2333,257,907125090,85,RL,82.0,11105,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,SFoyer,5,1.791759469228055,3.258096538021482,1996,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4,1.3862943611198906,GLQ,6.769641976852503,Unf,0.0,870.0,4,Y,SBrkr,6.873163834212518,0.0,0,6.873163834212518,0.6931471805599453,1,0.0,1.0986122886681098,3,1.6094379124341003,Typ,0.0,Attchd,3.1780538303479458,Unf,2.0,580.0,Y,4.276666119016055,0.0,0.0,0,Yes,0,7,2010,WD ,Normal,11.976665770490767,Yes,Yes,0.0,No,105.38026380684383,123321025,1369479982625,24.08318915758459,336400.0,195112000.0,44.67661580737735,3984016,7952095936
2334,1473,907405020,20,RL,70.0,9135,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.995732273553991,2003,Gable,VinylSd,VinylSd,BrkFace,4.736198448394496,4,3,PConc,4,1.3862943611198906,GLQ,6.698268054115413,Unf,6.588926477533519,1536.0,5,Y,SBrkr,7.337587743538596,0.0,0,7.337587743538596,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.0,Attchd,2.995732273553991,RFn,2.0,532.0,Y,5.262690188904886,4.31748811353631,0.0,0,No,0,12,2008,WD ,Normal,12.273735966890268,Yes,Yes,0.6931471805599453,No,95.57719393244395,83448225,762299535375,23.065125189341593,283024.0,150568768.0,44.75488800120049,4012009,8036054027
2335,1700,528114050,20,RL,110.0,14977,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,1.791759469228055,2.772588722239781,2007,Gable,VinylSd,VinylSd,BrkFace,5.720311776607412,4,3,PConc,5,1.6094379124341003,GLQ,7.208600337960199,Unf,6.440946540632921,1976.0,5,Y,SBrkr,7.589335823170617,0.0,0,7.589335823170617,0.6931471805599453,2,0.0,1.0986122886681098,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,3.0,908.0,Y,5.5254529391317835,4.1588830833596715,0.0,0,No,0,7,2007,New,Partial,12.994532278619134,Yes,Yes,0.6931471805599453,Yes,122.38055401083949,224310529,3359498792833,30.133038346638727,824464.0,748613312.0,44.799553569204235,4028049,8084294343
2336,2218,909281020,190,RL,79.0,6221,No,IR1,Lvl,Inside,Gtl,Crawfor,Norm,2fmCon,1.5Fin,5,1.791759469228055,4.394449154672439,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,0.6931471805599453,LwQ,6.280395838960195,Unf,5.278114659230517,728.0,5,Y,SBrkr,6.634633357861686,6.39024066706535,0,7.212294468500341,0.0,2,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Detchd,4.02535169073515,Unf,2.0,528.0,Y,0.0,0.0,0.0,0,Yes,0,10,2007,WD ,Normal,11.849404844423074,Yes,Yes,2.302585092994046,No,78.87331614684399,38700841,240757931861,22.978250586152114,278784.0,147197952.0,44.15880433163923,3802500,7414875000
